34.755,-18.424,-32.664
-34.682,-14.654,-33.051
-27.391,-14.685,-33.046
30.936,-14.93,-33.008
-45.792,-11.129,-33.399
-42.146,-11.144,-33.397
-38.501,-11.16,-33.395
-27.565,-11.205,-33.388
30.762,-11.451,-33.35
38.053,-11.481,-33.345
-45.966,-7.6498,-33.741
-42.32,-7.6651,-33.739
-38.675,-7.6805,-33.736
-31.384,-7.7111,-33.732
-27.739,-7.7264,-33.729
30.588,-7.9715,-33.692
34.233,-7.9868,-33.689
41.524,-8.0175,-33.684
-46.139,-4.1708,-34.083
44.996,-4.5537,-34.024
-49.959,-0.67639,-34.427
-35.377,-0.73766,-34.417
-28.086,-0.7683,-34.413
30.24,-1.0134,-34.375
48.294,2.3891,-34.705
-26.798,-25.185,-28.054
-37.908,-21.66,-28.403
-34.262,-21.675,-28.401
-30.617,-21.691,-28.399
31.355,-21.951,-28.358
-34.436,-18.196,-28.743
-30.791,-18.212,-28.74
-27.145,-18.227,-28.738
27.536,-18.457,-28.702
31.181,-18.472,-28.7
34.827,-18.487,-28.698
-34.61,-14.717,-29.084
-27.319,-14.748,-29.08
23.717,-14.962,-29.047
27.362,-14.978,-29.044
31.008,-14.993,-29.042
34.653,-15.008,-29.039
41.944,-15.039,-29.035
-42.075,-11.208,-29.431
-38.429,-11.223,-29.428
-34.784,-11.238,-29.426
-31.138,-11.254,-29.424
23.543,-11.483,-29.388
27.188,-11.499,-29.386
30.834,-11.514,-29.384
34.479,-11.529,-29.381
38.125,-11.545,-29.379
41.77,-11.56,-29.376
-42.248,-7.7285,-29.773
-34.957,-7.7591,-29.768
-27.667,-7.7898,-29.763
27.015,-8.0196,-29.728
30.66,-8.0349,-29.725
34.305,-8.0502,-29.723
41.596,-8.0808,-29.718
48.887,-8.1115,-29.713
-49.713,-4.2188,-30.119
-46.068,-4.2341,-30.117
-42.422,-4.2494,-30.114
-38.777,-4.2648,-30.112
-35.131,-4.2801,-30.11
26.841,-4.5405,-30.069
45.068,-4.6171,-30.058
48.713,-4.6324,-30.055
-53.532,-0.72443,-30.463
-49.887,-0.73975,-30.461
-42.596,-0.77039,-30.456
-31.66,-0.81634,-30.449
-28.014,-0.83166,-30.447
26.667,-1.0614,-30.411
30.312,-1.0768,-30.409
33.958,-1.0921,-30.406
37.603,-1.1074,-30.404
41.249,-1.1227,-30.402
44.894,-1.138,-30.399
48.539,-1.1534,-30.397
-31.834,2.6627,-30.791
-28.188,2.6474,-30.788
26.493,2.4176,-30.753
30.138,2.4023,-30.75
33.784,2.387,-30.748
37.429,2.3717,-30.746
41.075,2.3563,-30.743
44.72,2.341,-30.741
48.366,2.3257,-30.739
52.011,2.3104,-30.736
-32.007,6.1418,-31.132
29.965,5.8814,-31.092
-35.827,9.6362,-31.476
-32.181,9.6208,-31.474
33.436,9.3451,-31.432
-33.843,-28.697,-23.751
-37.662,-25.202,-24.095
-34.017,-25.218,-24.093
-30.371,-25.233,-24.091
35.246,-25.509,-24.048
38.892,-25.524,-24.046
-34.19,-21.739,-24.435
-30.545,-21.754,-24.432
35.072,-22.03,-24.39
38.718,-22.045,-24.387
-41.655,-18.229,-24.781
-34.364,-18.26,-24.776
-30.719,-18.275,-24.774
-27.073,-18.29,-24.772
27.608,-18.52,-24.736
31.253,-18.535,-24.734
34.899,-18.551,-24.732
38.544,-18.566,-24.729
-49.12,-14.719,-25.128
-41.829,-14.75,-25.123
-38.183,-14.765,-25.121
-27.247,-14.811,-25.113
-23.602,-14.827,-25.111
23.789,-15.026,-25.08
38.37,-15.087,-25.071
-49.293,-11.24,-25.469
-42.003,-11.271,-25.465
-38.357,-11.286,-25.462
-27.421,-11.332,-25.455
-23.776,-11.348,-25.453
23.615,-11.547,-25.422
27.26,-11.562,-25.42
34.551,-11.593,-25.415
41.842,-11.623,-25.41
49.133,-11.654,-25.406
-45.822,-7.7765,-25.809
-42.176,-7.7919,-25.806
-23.949,-7.8685,-25.795
23.441,-8.0676,-25.764
38.023,-8.1289,-25.754
-49.641,-4.2822,-26.153
-45.996,-4.2975,-26.15
-24.123,-4.3894,-26.136
-20.478,-4.4047,-26.134
19.622,-4.5732,-26.108
30.558,-4.6192,-26.101
37.849,-4.6498,-26.096
45.14,-4.6805,-26.091
52.43,-4.7111,-26.087
-53.46,-0.78779,-26.497
-49.815,-0.80311,-26.495
-46.169,-0.81843,-26.492
-42.524,-0.83375,-26.49
-38.879,-0.84907,-26.487
-35.233,-0.86438,-26.485
-27.942,-0.89502,-26.48
-20.652,-0.92566,-26.476
19.448,-1.0942,-26.45
30.384,-1.1401,-26.443
44.966,-1.2014,-26.433
-49.989,2.6759,-26.836
-35.407,2.6147,-26.827
-31.762,2.5994,-26.824
-28.116,2.584,-26.822
-20.825,2.5534,-26.817
19.274,2.3849,-26.791
26.565,2.3543,-26.787
30.21,2.3389,-26.784
41.147,2.293,-26.777
44.792,2.2777,-26.775
48.437,2.2623,-26.772
-46.517,6.1397,-27.176
19.1,5.864,-27.133
22.746,5.8486,-27.131
26.391,5.8333,-27.128
30.037,5.818,-27.126
51.909,5.7261,-27.112
-39.4,9.5881,-27.513
-32.109,9.5575,-27.508
29.863,9.2971,-27.468
33.508,9.2817,-27.465
51.735,9.2051,-27.454
-39.574,13.067,-27.854
-35.928,13.052,-27.852
33.334,12.761,-27.807
-37.416,-28.745,-19.787
-37.59,-25.266,-20.129
-33.945,-25.281,-20.127
42.609,-25.603,-20.077
-45.055,-21.756,-20.476
-34.118,-21.802,-20.469
-30.473,-21.817,-20.466
35.144,-22.093,-20.424
38.79,-22.108,-20.421
42.435,-22.124,-20.419
-45.228,-18.277,-20.817
-34.292,-18.323,-20.81
-30.647,-18.338,-20.808
-27.001,-18.354,-20.806
27.68,-18.583,-20.77
31.325,-18.599,-20.768
34.971,-18.614,-20.765
42.261,-18.645,-20.761
-49.048,-14.783,-21.161
-45.402,-14.798,-21.159
-38.111,-14.829,-21.154
-34.466,-14.844,-21.152
-30.821,-14.859,-21.15
34.797,-15.135,-21.107
38.442,-15.15,-21.105
49.378,-15.196,-21.098
-49.222,-11.304,-21.503
-45.576,-11.319,-21.501
-38.285,-11.35,-21.496
-23.704,-11.411,-21.487
-20.058,-11.426,-21.484
23.687,-11.61,-21.456
38.268,-11.671,-21.446
41.914,-11.687,-21.444
-56.686,-7.794,-21.85
-49.395,-7.8246,-21.845
-45.75,-7.8399,-21.843
-42.105,-7.8552,-21.84
-27.523,-7.9165,-21.831
-16.587,-7.9625,-21.824
19.867,-8.1156,-21.8
23.513,-8.131,-21.798
27.158,-8.1463,-21.795
41.74,-8.2076,-21.786
45.385,-8.2229,-21.783
49.031,-8.2382,-21.781
52.676,-8.2535,-21.779
-45.924,-4.3608,-22.184
-20.406,-4.4681,-22.168
12.403,-4.6059,-22.146
16.048,-4.6213,-22.144
19.694,-4.6366,-22.142
45.212,-4.7438,-22.125
48.857,-4.7591,-22.123
-27.87,-0.95838,-22.514
-13.289,-1.0197,-22.505
12.229,-1.1269,-22.488
45.038,-1.2648,-22.467
48.683,-1.2801,-22.465
-49.917,2.6126,-22.87
-46.271,2.5973,-22.868
-42.626,2.582,-22.865
-38.981,2.5666,-22.863
-31.69,2.536,-22.858
-28.044,2.5207,-22.856
12.055,2.3522,-22.83
15.701,2.3369,-22.828
44.864,2.2143,-22.809
-57.381,6.1223,-23.217
-50.091,6.0916,-23.212
-46.445,6.0763,-23.209
-42.8,6.061,-23.207
30.108,5.7546,-23.16
41.045,5.7087,-23.153
44.69,5.6934,-23.15
48.336,5.678,-23.148
-53.91,9.586,-23.556
-46.619,9.5554,-23.551
-42.974,9.5401,-23.549
-39.328,9.5248,-23.546
-21.101,9.4482,-23.535
15.353,9.295,-23.511
29.935,9.2337,-23.502
37.225,9.2031,-23.497
40.871,9.1877,-23.494
44.516,9.1724,-23.492
48.162,9.1571,-23.49
-57.729,13.08,-23.9
-46.793,13.034,-23.893
-43.147,13.019,-23.891
15.179,12.774,-23.853
29.761,12.713,-23.843
44.343,12.651,-23.834
47.988,12.636,-23.831
-46.967,16.514,-24.235
-43.321,16.498,-24.232
-36.03,16.468,-24.228
18.651,16.238,-24.192
29.587,16.192,-24.185
33.232,16.176,-24.183
44.169,16.131,-24.176
47.814,16.115,-24.173
-47.14,19.993,-24.576
-39.85,19.962,-24.572
-36.204,19.947,-24.569
-28.913,19.916,-24.565
18.477,19.717,-24.534
29.413,19.671,-24.527
33.059,19.656,-24.524
43.995,19.61,-24.517
47.64,19.594,-24.515
-58.25,23.518,-24.925
-50.96,23.487,-24.92
-32.733,23.41,-24.909
-29.087,23.395,-24.906
21.949,23.181,-24.873
25.594,23.165,-24.871
43.821,23.089,-24.859
47.466,23.073,-24.857
51.112,23.058,-24.854
-47.488,26.951,-25.26
-43.843,26.935,-25.257
-40.197,26.92,-25.255
-36.552,26.905,-25.253
-25.616,26.859,-25.246
25.42,26.644,-25.213
29.066,26.629,-25.21
32.711,26.614,-25.208
36.356,26.598,-25.205
43.647,26.568,-25.201
50.938,26.537,-25.196
-58.598,30.476,-25.609
-54.953,30.46,-25.606
-51.307,30.445,-25.604
-47.662,30.43,-25.602
-44.016,30.414,-25.599
-40.371,30.399,-25.597
-36.726,30.384,-25.594
-33.08,30.368,-25.592
-29.435,30.353,-25.59
-25.789,30.338,-25.587
-22.144,30.323,-25.585
25.246,30.123,-25.554
28.892,30.108,-25.552
36.183,30.077,-25.547
43.473,30.047,-25.542
50.764,30.016,-25.538
54.41,30.001,-25.535
58.055,29.985,-25.533
-47.836,33.909,-25.943
-40.545,33.878,-25.939
-36.899,33.863,-25.936
-33.254,33.848,-25.934
-25.963,33.817,-25.929
-22.318,33.802,-25.927
-15.027,33.771,-25.922
17.782,33.633,-25.901
25.073,33.602,-25.896
28.718,33.587,-25.894
32.363,33.572,-25.891
36.009,33.556,-25.889
39.654,33.541,-25.887
43.3,33.526,-25.884
54.236,33.48,-25.877
-44.364,37.373,-26.283
-26.137,37.296,-26.271
-18.846,37.265,-26.266
-15.201,37.25,-26.264
-11.555,37.235,-26.261
-7.9099,37.219,-26.259
13.963,37.127,-26.245
17.608,37.112,-26.242
21.253,37.097,-26.24
24.899,37.081,-26.238
28.544,37.066,-26.235
32.19,37.051,-26.233
39.48,37.02,-26.228
43.126,37.005,-26.226
